ID ClusterSize NResp Trt Dataset
40 6 0 D 162
41 2 2 A 162
42 3 1 B 162
43 8 0 C 162
44 4 0 D 162
45 7 5 A 162
46 9 5 B 162
47 4 0 C 162
48 2 0 D 162
49 6 0 A 162
50 5 2 B 162
51 9 1 C 162
52 7 0 D 162
53 9 7 A 162
54 8 3 B 162
55 5 2 C 162
56 10 1 D 162
57 3 0 A 162
58 3 1 B 162
59 5 0 C 162
60 3 1 D 162
61 4 3 A 162
62 2 1 B 162
63 6 2 C 162
64 7 0 D 162
65 5 3 A 162
66 1 0 B 162
67 7 2 C 162
68 5 0 D 162
69 3 1 A 162
70 8 2 B 162
71 7 0 C 162
72 7 0 D 162
73 4 2 A 162
74 9 1 B 162
75 6 0 C 162
76 10 3 D 162
77 3 0 A 162
78 2 1 B 162
79 3 3 C 162
80 7 1 D 162
81 7 7 A 162
82 7 1 B 162
83 2 0 C 162
84 2 0 D 162
85 6 0 A 162
86 6 2 B 162
87 7 0 C 162
88 4 1 D 162
89 6 1 A 162
90 2 0 B 162
91 7 1 C 162
92 8 2 D 162
93 6 3 A 162
94 4 2 B 162
95 6 1 C 162
96 5 0 D 162
97 10 1 A 162
98 2 0 B 162
99 7 0 C 162
100 6 0 D 162
1 6 3 A 163
2 6 2 B 163
3 5 2 C 163
4 3 0 D 163
5 6 2 A 163
6 5 0 B 163
7 6 0 C 163
8 6 0 D 163
9 5 0 A 163
10 6 4 B 163
11 7 1 C 163
12 5 0 D 163
13 6 0 A 163
14 5 1 B 163
15 8 0 C 163
16 8 0 D 163
17 4 1 A 163
18 6 3 B 163
19 6 1 C 163
20 10 2 D 163
21 10 4 A 163
22 6 3 B 163
23 8 3 C 163
24 7 0 D 163
25 7 7 A 163
26 3 2 B 163
27 10 0 C 163
28 3 0 D 163
29 7 3 A 163
30 7 0 B 163
31 6 2 C 163
32 5 2 D 163
33 7 7 A 163
34 3 3 B 163
35 6 1 C 163
36 6 0 D 163
37 3 0 A 163
38 3 0 B 163
39 4 0 C 163
40 5 0 D 163
41 9 1 A 163
42 5 1 B 163
43 3 0 C 163
44 5 0 D 163
45 9 3 A 163
46 2 0 B 163
47 7 0 C 163
48 6 0 D 163
49 8 2 A 163
50 8 1 B 163
51 8 6 C 163
52 3 0 D 163
53 2 1 A 163
54 7 1 B 163
55 5 0 C 163
56 9 3 D 163
57 9 9 A 163
58 7 2 B 163
59 5 2 C 163
60 8 0 D 163
61 5 5 A 163
62 5 2 B 163
63 10 6 C 163
64 8 0 D 163
65 4 4 A 163
66 4 2 B 163
67 3 0 C 163
68 2 0 D 163
69 6 3 A 163
70 8 3 B 163
71 3 1 C 163
72 7 1 D 163
73 9 9 A 163
74 5 0 B 163
75 5 1 C 163
76 3 0 D 163
77 7 2 A 163
78 4 1 B 163
79 6 0 C 163
80 4 0 D 163
81 9 2 A 163
82 3 0 B 163
83 10 0 C 163
84 6 0 D 163
85 6 2 A 163
86 4 0 B 163
87 5 2 C 163
88 4 0 D 163
89 3 0 A 163
90 4 0 B 163
91 5 0 C 163
92 9 1 D 163
93 4 1 A 163
94 7 4 B 163
95 5 0 C 163
96 8 0 D 163
97 5 4 A 163
98 9 5 B 163
99 6 1 C 163
100 3 0 D 163
1 8 4 A 164
2 7 3 B 164
3 5 0 C 164
4 6 1 D 164
5 4 1 A 164
6 7 1 B 164
7 8 2 C 164
8 5 0 D 164
9 6 0 A 164
10 5 4 B 164
11 6 2 C 164
12 2 0 D 164
13 4 0 A 164
14 4 3 B 164
15 4 1 C 164
16 5 0 D 164
17 6 6 A 164
18 7 1 B 164
19 9 1 C 164
20 10 0 D 164
21 9 9 A 164
22 10 7 B 164
23 5 1 C 164
24 6 1 D 164
25 7 7 A 164
26 2 1 B 164
27 10 1 C 164
28 6 0 D 164
29 8 8 A 164
30 5 3 B 164
31 4 0 C 164
32 2 0 D 164
33 4 0 A 164
34 5 3 B 164
35 7 0 C 164
36 4 0 D 164
37 10 10 A 164
38 6 2 B 164
39 6 0 C 164
40 2 1 D 164
41 6 3 A 164
42 8 0 B 164
43 8 1 C 164
44 6 0 D 164
45 3 3 A 164
46 9 2 B 164
47 4 0 C 164
48 6 1 D 164
49 5 1 A 164
50 3 2 B 164
51 3 1 C 164
52 6 0 D 164
53 6 0 A 164
54 8 0 B 164
55 10 1 C 164
56 8 1 D 164
57 3 2 A 164
58 9 1 B 164
59 4 0 C 164
60 7 0 D 164
61 6 0 A 164
62 4 3 B 164
63 6 1 C 164
64 4 0 D 164
65 6 1 A 164
66 2 0 B 164
67 9 0 C 164
68 10 0 D 164
69 8 8 A 164
70 10 7 B 164
71 9 0 C 164
72 2 0 D 164
73 3 3 A 164
74 9 1 B 164
75 9 2 C 164
76 10 0 D 164
77 2 2 A 164
78 8 2 B 164
79 4 1 C 164
80 9 0 D 164
81 3 2 A 164
82 5 3 B 164
83 4 2 C 164
84 6 0 D 164
85 6 1 A 164
86 5 0 B 164
87 7 2 C 164
88 9 0 D 164
89 6 2 A 164
90 7 5 B 164
91 6 0 C 164
92 2 0 D 164
93 6 1 A 164
94 7 5 B 164
95 10 0 C 164
96 5 0 D 164
97 5 5 A 164
98 6 4 B 164
99 5 0 C 164
100 4 1 D 164
1 2 2 A 165
2 5 0 B 165
3 9 4 C 165
4 5 1 D 165
5 6 0 A 165
6 5 1 B 165
7 3 0 C 165
8 8 0 D 165
9 3 3 A 165
10 7 5 B 165
11 6 2 C 165
12 9 1 D 165
13 6 2 A 165
14 7 6 B 165
15 5 0 C 165
16 6 0 D 165
17 8 8 A 165
18 7 3 B 165
19 4 0 C 165
20 5 0 D 165
21 4 0 A 165
22 5 0 B 165
23 10 1 C 165
24 7 0 D 165
25 7 0 A 165
26 2 2 B 165
27 7 1 C 165
28 3 0 D 165
29 8 4 A 165
30 6 4 B 165
31 8 1 C 165
32 6 0 D 165
33 5 5 A 165
34 6 1 B 165
35 6 1 C 165
36 5 0 D 165
37 4 4 A 165
38 8 0 B 165
39 5 3 C 165
40 5 1 D 165
41 4 0 A 165
42 9 5 B 165
43 10 0 C 165
44 8 0 D 165
45 2 0 A 165
46 5 0 B 165
47 4 2 C 165
48 2 0 D 165
49 6 6 A 165
50 5 0 B 165
51 6 0 C 165
52 7 1 D 165
53 4 0 A 165
54 7 2 B 165
55 3 0 C 165
56 6 0 D 165
57 3 3 A 165
58 5 0 B 165
59 6 1 C 165
60 7 0 D 165
61 6 3 A 165
62 4 2 B 165
63 6 1 C 165
64 7 0 D 165
65 6 0 A 165
66 4 2 B 165
67 4 0 C 165
68 3 0 D 165
69 5 1 A 165
70 7 0 B 165
71 3 0 C 165
72 2 0 D 165
73 6 6 A 165
74 4 0 B 165
75 9 0 C 165
76 4 0 D 165
77 3 0 A 165
78 6 4 B 165
79 5 0 C 165
80 8 1 D 165
81 5 0 A 165
82 3 2 B 165
83 10 0 C 165
84 7 1 D 165
85 4 4 A 165
86 4 3 B 165
87 2 1 C 165
88 4 0 D 165
89 5 3 A 165
90 4 3 B 165
91 7 0 C 165
92 3 0 D 165
93 7 7 A 165
94 5 1 B 165
95 7 1 C 165
96 6 1 D 165
97 6 6 A 165
98 6 3 B 165
99 3 1 C 165
100 6 0 D 165
1 7 4 A 166
2 7 0 B 166
3 7 2 C 166
4 2 0 D 166
5 8 2 A 166
6 4 3 B 166
7 6 3 C 166
8 7 0 D 166
9 7 0 A 166
10 7 0 B 166
11 5 1 C 166
12 5 0 D 166
13 8 4 A 166
14 7 1 B 166
15 6 2 C 166
16 6 1 D 166
17 5 5 A 166
18 6 0 B 166
19 5 1 C 166
20 6 0 D 166
21 3 3 A 166
22 3 1 B 166
23 4 0 C 166
24 8 1 D 166
25 2 0 A 166
26 5 0 B 166
27 3 2 C 166
28 7 0 D 166
29 6 1 A 166
30 5 2 B 166
31 9 1 C 166
32 8 0 D 166
33 4 4 A 166
34 4 0 B 166
35 8 3 C 166
36 7 0 D 166
37 3 1 A 166
38 6 3 B 166
39 3 2 C 166
40 6 0 D 166
41 6 0 A 166
42 10 6 B 166
43 2 0 C 166
44 5 0 D 166
45 6 5 A 166
46 2 0 B 166
47 8 0 C 166
48 9 0 D 166
49 6 3 A 166
50 6 2 B 166
51 4 1 C 166
52 4 0 D 166
53 4 4 A 166
54 7 3 B 166
55 5 0 C 166
56 8 0 D 166
57 2 2 A 166
58 2 0 B 166
59 5 1 C 166
60 9 3 D 166
61 9 0 A 166
62 2 0 B 166
63 6 2 C 166
64 4 0 D 166
65 7 1 A 166
66 5 1 B 166
67 5 0 C 166
68 5 0 D 166
69 7 7 A 166
70 8 4 B 166
71 8 3 C 166
72 4 1 D 166
73 7 0 A 166
74 6 4 B 166
75 7 1 C 166
76 10 0 D 166
77 6 0 A 166
78 7 0 B 166
79 10 2 C 166
80 6 0 D 166
81 6 6 A 166
82 6 5 B 166
83 6 1 C 166
84 5 0 D 166
85 5 1 A 166
86 8 5 B 166
87 2 0 C 166
88 5 0 D 166
89 7 3 A 166
90 7 5 B 166
91 2 0 C 166
92 6 0 D 166
93 7 0 A 166
94 2 0 B 166
95 6 0 C 166
96 3 0 D 166
97 3 1 A 166
98 6 0 B 166
99 4 1 C 166
100 3 0 D 166
1 5 1 A 167
2 3 1 B 167
3 5 1 C 167
4 3 0 D 167
5 2 0 A 167
6 8 5 B 167
7 6 0 C 167
8 6 1 D 167
9 6 4 A 167
10 6 3 B 167
11 7 2 C 167
12 2 0 D 167
13 6 1 A 167
14 10 5 B 167
15 5 0 C 167
16 8 3 D 167
17 6 1 A 167
18 6 0 B 167
19 10 2 C 167
20 8 0 D 167
21 7 0 A 167
22 4 1 B 167
23 4 2 C 167
24 5 0 D 167
25 8 2 A 167
26 8 4 B 167
27 3 0 C 167
28 4 1 D 167
29 6 1 A 167
30 5 4 B 167
31 8 2 C 167
32 6 0 D 167
33 4 0 A 167
34 3 2 B 167
35 2 0 C 167
36 3 0 D 167
37 8 8 A 167
38 6 5 B 167
39 6 1 C 167
40 7 1 D 167
41 9 7 A 167
42 3 0 B 167
43 4 0 C 167
44 9 0 D 167
45 2 0 A 167
46 6 0 B 167
47 3 0 C 167
48 3 1 D 167
49 3 1 A 167
50 6 0 B 167
51 4 1 C 167
52 7 1 D 167
53 3 3 A 167
54 5 0 B 167
55 8 3 C 167
56 7 3 D 167
57 6 4 A 167
58 5 1 B 167
59 8 6 C 167
60 8 0 D 167
61 9 0 A 167
62 6 1 B 167
63 10 2 C 167
64 3 0 D 167
65 2 2 A 167
66 6 3 B 167
67 4 1 C 167
68 2 0 D 167
69 10 1 A 167
70 3 1 B 167
71 7 4 C 167
72 2 0 D 167
73 10 1 A 167
74 10 8 B 167
75 5 0 C 167
76 10 0 D 167
77 6 2 A 167
78 4 1 B 167
79 7 0 C 167
80 4 1 D 167
81 9 0 A 167
82 10 1 B 167
83 6 1 C 167
84 3 0 D 167
85 2 2 A 167
86 2 2 B 167
87 9 3 C 167
88 4 0 D 167
89 7 7 A 167
90 7 3 B 167
91 3 0 C 167
92 6 4 D 167
93 9 3 A 167
94 6 1 B 167
95 4 0 C 167
96 7 1 D 167
97 5 0 A 167
98 8 4 B 167
99 5 0 C 167
100 6 0 D 167
1 8 0 A 168
2 7 5 B 168
3 3 0 C 168
4 7 0 D 168
5 10 4 A 168
6 7 3 B 168
7 6 4 C 168
8 4 0 D 168
9 5 0 A 168
10 6 2 B 168
11 7 0 C 168
12 5 1 D 168
13 5 3 A 168
14 7 0 B 168
15 4 2 C 168
16 6 0 D 168
17 10 8 A 168
18 4 2 B 168
19 2 0 C 168
20 5 0 D 168
21 9 2 A 168
22 8 2 B 168
23 4 0 C 168
24 6 0 D 168
25 6 3 A 168
26 7 1 B 168
27 5 1 C 168
28 4 0 D 168
29 8 5 A 168
30 6 1 B 168
31 2 1 C 168
32 3 0 D 168
33 2 2 A 168
34 5 0 B 168
35 5 2 C 168
36 5 1 D 168
37 3 3 A 168
38 4 2 B 168
39 5 0 C 168
40 9 3 D 168
41 3 0 A 168
42 3 2 B 168
43 3 0 C 168
44 4 0 D 168
45 8 8 A 168
46 10 1 B 168
47 2 1 C 168
48 4 0 D 168
49 5 5 A 168
50 5 1 B 168
51 9 3 C 168
52 4 0 D 168
53 6 0 A 168
54 6 1 B 168
55 5 0 C 168
56 7 0 D 168
57 8 7 A 168
58 4 3 B 168
59 5 2 C 168
60 5 0 D 168
61 4 1 A 168
62 5 4 B 168
63 2 1 C 168
64 7 3 D 168
65 5 5 A 168
66 3 2 B 168
67 7 3 C 168
68 10 0 D 168
69 6 1 A 168
70 7 1 B 168
71 3 0 C 168
72 9 0 D 168
73 7 5 A 168
74 4 0 B 168
75 3 0 C 168
76 7 2 D 168
77 7 0 A 168
78 4 0 B 168
79 5 2 C 168
80 6 0 D 168
81 5 0 A 168
82 2 0 B 168
83 10 4 C 168
84 5 0 D 168
85 4 2 A 168
86 6 0 B 168
87 3 2 C 168
88 3 0 D 168
89 6 0 A 168
90 5 1 B 168
91 3 0 C 168
92 9 1 D 168
93 6 6 A 168
94 9 0 B 168
95 5 1 C 168
96 8 1 D 168
97 5 4 A 168
98 6 0 B 168
99 9 0 C 168
100 4 1 D 168
1 5 2 A 169
2 6 2 B 169
3 8 1 C 169
4 7 1 D 169
5 6 6 A 169
6 6 2 B 169
7 8 3 C 169
8 5 0 D 169
9 5 0 A 169
10 7 1 B 169
11 3 1 C 169
12 4 0 D 169
13 10 5 A 169
14 7 6 B 169
15 5 1 C 169
16 6 0 D 169
17 5 4 A 169
18 7 1 B 169
19 2 0 C 169
20 2 0 D 169
21 10 2 A 169
22 4 0 B 169
23 5 1 C 169
24 6 0 D 169
25 7 6 A 169
26 8 2 B 169
27 5 0 C 169
28 5 0 D 169
29 7 6 A 169
30 8 0 B 169
31 4 0 C 169
32 10 0 D 169
33 7 4 A 169
34 8 5 B 169
35 3 1 C 169
36 7 1 D 169
37 3 3 A 169
38 5 0 B 169
39 7 0 C 169
40 4 0 D 169
41 4 4 A 169
42 7 4 B 169
43 3 0 C 169
44 4 0 D 169
45 2 2 A 169
46 8 3 B 169
47 5 1 C 169
48 4 0 D 169
49 5 5 A 169
50 5 1 B 169
51 6 0 C 169
52 10 0 D 169
53 7 1 A 169
54 7 7 B 169
55 6 0 C 169
56 4 0 D 169
57 5 2 A 169
58 8 6 B 169
59 6 0 C 169
60 8 0 D 169
61 6 0 A 169
62 7 2 B 169
63 4 0 C 169
64 6 0 D 169
65 6 2 A 169
66 7 0 B 169
67 7 0 C 169
68 6 0 D 169
69 6 3 A 169
70 8 6 B 169
71 4 0 C 169
72 4 0 D 169
73 10 10 A 169
74 7 1 B 169
75 4 2 C 169
76 4 0 D 169
77 10 9 A 169
78 5 1 B 169
79 6 2 C 169
80 7 1 D 169
81 5 2 A 169
82 6 0 B 169
83 7 0 C 169
84 4 1 D 169
85 6 2 A 169
86 10 2 B 169
87 5 2 C 169
88 7 2 D 169
89 8 0 A 169
90 5 2 B 169
91 8 0 C 169
92 6 1 D 169
93 8 8 A 169
94 7 0 B 169
95 5 3 C 169
96 3 0 D 169
97 6 1 A 169
98 4 0 B 169
99 6 2 C 169
100 3 0 D 169
1 3 1 A 170
2 8 0 B 170
3 4 0 C 170
4 6 1 D 170
5 8 3 A 170
6 4 0 B 170
7 6 2 C 170
8 6 2 D 170
9 6 0 A 170
10 10 2 B 170
11 4 0 C 170
12 4 0 D 170
13 5 3 A 170
14 5 1 B 170
15 4 0 C 170
16 6 1 D 170
17 8 2 A 170
18 7 0 B 170
19 10 2 C 170
20 6 2 D 170
21 7 1 A 170
22 4 2 B 170
23 3 1 C 170
24 4 0 D 170
25 7 0 A 170
26 4 1 B 170
27 8 1 C 170
28 7 1 D 170
29 2 2 A 170
30 6 2 B 170
31 6 1 C 170
32 3 0 D 170
33 3 2 A 170
34 6 2 B 170
35 10 0 C 170
36 6 0 D 170
37 5 5 A 170
38 4 0 B 170
39 9 0 C 170
40 6 0 D 170
41 4 0 A 170
42 7 0 B 170
43 2 0 C 170
44 4 0 D 170
45 7 7 A 170
46 4 1 B 170
47 8 1 C 170
48 5 0 D 170
49 9 0 A 170
50 5 0 B 170
51 3 1 C 170
52 8 1 D 170
53 6 5 A 170
54 3 2 B 170
55 3 1 C 170
56 9 2 D 170
57 8 5 A 170
58 5 1 B 170
59 6 0 C 170
60 3 0 D 170
61 10 4 A 170
62 8 4 B 170
63 4 1 C 170
64 5 0 D 170
65 6 6 A 170
66 6 3 B 170
67 3 0 C 170
68 7 0 D 170
69 9 5 A 170
70 10 1 B 170
71 6 4 C 170
72 6 0 D 170
73 6 6 A 170
74 2 0 B 170
75 6 0 C 170
76 4 0 D 170
77 5 4 A 170
78 10 5 B 170
79 6 2 C 170
80 6 0 D 170
81 7 7 A 170
82 5 1 B 170
83 7 2 C 170
84 5 0 D 170
85 5 1 A 170
86 6 0 B 170
87 7 0 C 170
88 7 0 D 170
89 2 1 A 170
90 10 2 B 170
91 2 0 C 170
92 3 0 D 170
93 6 1 A 170
94 7 4 B 170
95 9 4 C 170
96 7 0 D 170
97 5 0 A 170
98 5 1 B 170
99 3 1 C 170
100 9 2 D 170
1 3 0 A 171
2 3 0 B 171
3 5 1 C 171
4 2 0 D 171
5 6 6 A 171
6 10 6 B 171
7 9 3 C 171
8 2 0 D 171
9 6 0 A 171
10 7 0 B 171
11 3 2 C 171
12 6 0 D 171
13 6 3 A 171
14 5 0 B 171
15 4 2 C 171
16 5 0 D 171
17 8 8 A 171
18 7 0 B 171
19 4 0 C 171
20 5 1 D 171
21 4 4 A 171
22 4 1 B 171
23 7 3 C 171
24 6 0 D 171
25 3 3 A 171
26 4 0 B 171
27 2 1 C 171
28 5 0 D 171
29 7 1 A 171
30 2 0 B 171
31 4 2 C 171
32 4 0 D 171
33 7 7 A 171
34 8 0 B 171
35 4 0 C 171
36 6 1 D 171
37 7 2 A 171
38 8 0 B 171
39 5 0 C 171
40 5 0 D 171
41 5 1 A 171
42 8 0 B 171
43 3 0 C 171
44 5 0 D 171
45 5 0 A 171
46 3 0 B 171
47 8 0 C 171
48 8 0 D 171
49 3 3 A 171
50 10 4 B 171
51 3 0 C 171
52 9 0 D 171
53 5 1 A 171
54 5 1 B 171
55 8 3 C 171
56 5 0 D 171
57 8 8 A 171
58 5 3 B 171
59 6 0 C 171
60 9 1 D 171
61 7 1 A 171
62 8 3 B 171
63 4 3 C 171
64 8 0 D 171
65 8 4 A 171
66 8 0 B 171
67 10 0 C 171
68 5 0 D 171
69 7 7 A 171
70 8 2 B 171
71 2 0 C 171
72 3 0 D 171
73 8 0 A 171
74 8 0 B 171
75 6 3 C 171
76 6 0 D 171
77 10 10 A 171
78 7 5 B 171
79 4 0 C 171
80 7 0 D 171
81 7 7 A 171
82 8 1 B 171
83 3 0 C 171
84 4 0 D 171
85 6 4 A 171
86 8 5 B 171
87 4 1 C 171
88 5 0 D 171
89 6 1 A 171
90 6 1 B 171
91 5 0 C 171
92 5 1 D 171
93 4 1 A 171
94 7 4 B 171
95 3 2 C 171
96 8 1 D 171
97 5 3 A 171
98 3 2 B 171
99 5 2 C 171
100 5 1 D 171
1 6 6 A 172
2 8 4 B 172
3 7 0 C 172
4 3 0 D 172
5 8 8 A 172
6 3 1 B 172
7 10 1 C 172
8 4 1 D 172
9 9 0 A 172
10 6 0 B 172
11 4 1 C 172
12 5 0 D 172
13 5 0 A 172
14 8 3 B 172
15 5 1 C 172
16 7 0 D 172
17 7 7 A 172
18 5 2 B 172
19 2 2 C 172
20 2 0 D 172
21 7 1 A 172
22 4 0 B 172
23 8 5 C 172
24 7 0 D 172
25 10 0 A 172
26 2 0 B 172
27 6 0 C 172
28 6 1 D 172
29 10 1 A 172
30 6 1 B 172
31 2 0 C 172
32 6 0 D 172
33 5 1 A 172
34 5 1 B 172
35 4 2 C 172
36 6 1 D 172
37 6 6 A 172
38 10 1 B 172
39 5 0 C 172
40 9 2 D 172
41 4 4 A 172
42 6 1 B 172
43 10 0 C 172
44 5 0 D 172
45 7 4 A 172
46 6 4 B 172
47 3 0 C 172
48 4 1 D 172
49 9 9 A 172
50 6 0 B 172
51 3 0 C 172
52 4 0 D 172
53 5 2 A 172
54 5 0 B 172
55 9 3 C 172
56 8 1 D 172
57 8 8 A 172
58 7 7 B 172
59 9 0 C 172
60 3 0 D 172
61 6 1 A 172
62 8 0 B 172
63 3 0 C 172
64 10 0 D 172
65 4 2 A 172
66 5 0 B 172
67 9 5 C 172
68 3 0 D 172
69 2 1 A 172
70 2 0 B 172
71 3 1 C 172
72 4 1 D 172
73 4 4 A 172
74 8 2 B 172
75 5 1 C 172
76 3 0 D 172
77 8 7 A 172
78 6 2 B 172
79 7 1 C 172
80 5 0 D 172
81 7 2 A 172
82 6 5 B 172
83 7 2 C 172
84 4 0 D 172
85 5 4 A 172
86 6 4 B 172
87 7 0 C 172
88 10 2 D 172
89 6 6 A 172
90 8 5 B 172
91 5 2 C 172
92 8 0 D 172
93 6 4 A 172
94 7 3 B 172
95 5 1 C 172
96 3 1 D 172
97 7 0 A 172
98 6 1 B 172
99 6 1 C 172
100 2 0 D 172
1 4 1 A 173
2 6 3 B 173
3 3 1 C 173
4 6 0 D 173
5 4 1 A 173
6 8 0 B 173
7 3 2 C 173
8 4 0 D 173
9 4 0 A 173
10 4 1 B 173
11 7 4 C 173
12 2 0 D 173
13 7 3 A 173
14 6 0 B 173
15 6 0 C 173
16 4 1 D 173
17 5 2 A 173
18 5 3 B 173
19 5 2 C 173
20 4 1 D 173
21 8 0 A 173
22 4 0 B 173
23 2 0 C 173
24 2 0 D 173
25 5 0 A 173
26 7 4 B 173
27 2 1 C 173
28 4 0 D 173
29 5 1 A 173
30 6 0 B 173
31 7 0 C 173
32 9 0 D 173
33 2 1 A 173
34 6 0 B 173
35 6 4 C 173
36 2 0 D 173
37 10 4 A 173
38 3 0 B 173
39 7 3 C 173
40 3 0 D 173
41 4 0 A 173
42 3 1 B 173
43 4 0 C 173
44 4 0 D 173
45 5 0 A 173
46 2 0 B 173
47 4 0 C 173
48 4 1 D 173
49 4 1 A 173
50 5 4 B 173
51 5 0 C 173
52 5 0 D 173
53 4 1 A 173
54 3 1 B 173
55 7 0 C 173
56 4 1 D 173
57 6 3 A 173
58 6 5 B 173
59 2 0 C 173
60 2 0 D 173
61 4 0 A 173
62 6 0 B 173
63 4 1 C 173
64 4 0 D 173
65 7 2 A 173
66 5 3 B 173
67 9 0 C 173
68 2 1 D 173
69 5 1 A 173
70 6 0 B 173
71 10 2 C 173
72 6 0 D 173
73 2 2 A 173
74 2 0 B 173
75 9 4 C 173
76 2 0 D 173
77 9 0 A 173
78 5 2 B 173
79 9 1 C 173
80 6 0 D 173
81 4 0 A 173
82 3 0 B 173
83 7 1 C 173
84 10 1 D 173
85 9 3 A 173
86 6 3 B 173
87 8 0 C 173
88 8 2 D 173
89 10 3 A 173
90 6 4 B 173
91 8 0 C 173
92 3 0 D 173
93 6 0 A 173
94 4 2 B 173
95 7 0 C 173
96 6 0 D 173
97 5 3 A 173
98 5 0 B 173
99 4 1 C 173
100 6 0 D 173
1 6 6 A 174
2 8 2 B 174
3 9 0 C 174
4 8 1 D 174
5 7 1 A 174
6 9 0 B 174
7 4 2 C 174
8 8 0 D 174
9 6 6 A 174
10 9 1 B 174
11 5 0 C 174
12 9 2 D 174
13 7 5 A 174
14 6 4 B 174
15 8 4 C 174
16 6 1 D 174
17 10 10 A 174
18 10 6 B 174
19 6 1 C 174
20 2 0 D 174
21 6 2 A 174
22 5 1 B 174
23 10 3 C 174
24 7 0 D 174
25 5 1 A 174
26 5 2 B 174
27 6 0 C 174
28 4 0 D 174
29 3 2 A 174
30 3 1 B 174
31 5 1 C 174
32 7 0 D 174
33 2 0 A 174
34 2 0 B 174
35 6 0 C 174
36 4 1 D 174
37 4 3 A 174
38 2 0 B 174
39 4 2 C 174
40 7 0 D 174
41 7 0 A 174
42 3 0 B 174
43 7 2 C 174
44 2 1 D 174
45 4 0 A 174
46 4 0 B 174
47 6 1 C 174
48 3 1 D 174
49 9 4 A 174
50 3 3 B 174
51 9 1 C 174
52 8 1 D 174
53 2 1 A 174
54 9 8 B 174
55 6 0 C 174
56 2 0 D 174
57 4 0 A 174
58 9 7 B 174
59 4 2 C 174
60 6 0 D 174
61 4 3 A 174
62 9 1 B 174
63 5 0 C 174
64 5 2 D 174
65 4 1 A 174
66 9 0 B 174
67 5 2 C 174
68 8 0 D 174
69 6 1 A 174
70 6 4 B 174
71 6 0 C 174
72 3 0 D 174
73 7 1 A 174
74 4 0 B 174
75 4 0 C 174
76 4 2 D 174
77 4 4 A 174
78 4 0 B 174
79 9 0 C 174
80 7 0 D 174
81 8 8 A 174
82 5 0 B 174
83 2 1 C 174
84 6 1 D 174
85 10 4 A 174
86 4 0 B 174
87 7 1 C 174
88 6 0 D 174
89 6 4 A 174
90 8 0 B 174
91 5 2 C 174
92 3 0 D 174
93 8 8 A 174
94 6 0 B 174
95 5 2 C 174
96 7 0 D 174
97 3 0 A 174
98 3 0 B 174
99 5 2 C 174
100 5 0 D 174
1 5 5 A 175
2 9 0 B 175
3 5 2 C 175
4 4 0 D 175
5 3 1 A 175
6 2 0 B 175
7 6 0 C 175
8 7 1 D 175
9 7 2 A 175
10 8 4 B 175
11 7 0 C 175
12 4 0 D 175
13 9 0 A 175
14 10 0 B 175
15 5 2 C 175
16 6 2 D 175
17 10 0 A 175
18 5 0 B 175
19 5 0 C 175
20 7 2 D 175
21 8 6 A 175
22 8 0 B 175
23 8 4 C 175
24 2 0 D 175
25 7 2 A 175
26 7 2 B 175
27 2 0 C 175
28 7 1 D 175
29 4 0 A 175
30 5 0 B 175
31 3 0 C 175
32 3 0 D 175
33 7 6 A 175
34 9 1 B 175
35 6 1 C 175
36 7 0 D 175
37 8 0 A 175
38 7 0 B 175
39 6 2 C 175
40 4 0 D 175
41 2 2 A 175
42 5 0 B 175
43 10 1 C 175
44 5 0 D 175
45 4 3 A 175
46 5 0 B 175
47 4 2 C 175
48 6 0 D 175
49 6 2 A 175
50 8 1 B 175
51 6 0 C 175
52 7 1 D 175
53 5 0 A 175
54 7 0 B 175
55 9 0 C 175
56 3 0 D 175
57 7 7 A 175
58 6 1 B 175
59 9 2 C 175
60 6 0 D 175
61 7 2 A 175
62 2 0 B 175
63 5 1 C 175
64 2 0 D 175
65 7 7 A 175
66 5 1 B 175
67 10 1 C 175
68 6 1 D 175
69 4 2 A 175
70 2 0 B 175
71 5 1 C 175
72 6 0 D 175
73 5 3 A 175
74 7 0 B 175
75 7 2 C 175
76 2 0 D 175
77 3 3 A 175
78 2 2 B 175
79 3 0 C 175
80 6 0 D 175
81 3 0 A 175
82 7 1 B 175
83 4 1 C 175
84 6 0 D 175
85 3 1 A 175
86 4 0 B 175
87 5 0 C 175
88 5 0 D 175
89 9 9 A 175
90 3 3 B 175
91 5 0 C 175
92 2 1 D 175
93 7 5 A 175
94 5 4 B 175
95 8 5 C 175
96 6 0 D 175
97 5 2 A 175
98 2 0 B 175
99 6 1 C 175
100 7 0 D 175
1 8 2 A 176
2 4 0 B 176
3 6 0 C 176
4 8 0 D 176
5 8 8 A 176
6 10 7 B 176
7 6 2 C 176
8 6 0 D 176
9 10 2 A 176
10 6 0 B 176
11 6 1 C 176
12 7 0 D 176
13 4 0 A 176
14 8 3 B 176
15 7 1 C 176
16 5 0 D 176
17 8 8 A 176
18 9 2 B 176
19 5 0 C 176
20 3 0 D 176
21 3 0 A 176
22 3 0 B 176
23 10 2 C 176
24 5 0 D 176
25 5 1 A 176
26 4 3 B 176
27 6 1 C 176
28 4 0 D 176
29 7 5 A 176
30 8 1 B 176
31 5 2 C 176
32 5 1 D 176
33 5 3 A 176
34 6 3 B 176
35 8 2 C 176
36 5 0 D 176
37 7 1 A 176
